license_id,brand_name,ingredient,drugbank_id,potential_indication,similar_drug,similarity_score,source
SIN01907P,BENPINE TABLET 5 mg,CHLORDIAZEPOXIDE HCL,DB00475,anxiety,MEPROBAMATE,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,aspergillosis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,q fever,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,relapsing fever,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,trachoma,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,fungal meningitis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,coccidioidomycosis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,granuloma inguinale,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,black piedra,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,cutaneous candidiasis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,cryptococcosis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,mycotic endocarditis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,ornithosis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,oral candidiasis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,zygomycosis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,anthrax infection,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,candidemia,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,gingivitis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,disseminated sporotrichosis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,candidiasis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,esophageal candidiasis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,mycotic corneal ulcer,NATAMYCIN,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,staphylococcus aureus infection,DIRITHROMYCIN,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,erythrasma,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,gonorrhea,AMPHOTERICIN B,1.0,KG (target similarity)
SIN15826P,ERDOMED DISPERSIBLE TABLETS 300MG,ERDOSTEINE,DB05057,hairy cell leukemia variant,PENTOSTATIN,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,leishmaniasis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,conjunctivitis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,disseminated candidiasis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,chancroid,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,rickettsialpox,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,pneumonia,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,sinusitis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,yaws,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,typhus,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,spotted fever,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,white piedra,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,sporotrichosis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,bronchitis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,cat-scratch disease,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,pharyngitis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,leptospirosis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,rocky mountain spotted fever,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,actinomycosis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,japanese spotted fever,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,blastomycosis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,urinary tract infection (disease),AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,lymphogranuloma venereum,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,streptococcal pneumonia,DIRITHROMYCIN,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,tonsillitis,DIRITHROMYCIN,1.0,KG (target similarity)
SIN09156P,CLODERM SCALP APPLICATION 0.05%,CLOBETASOL,DB11750,familial nephrotic syndrome,METHYLPREDNISOLONE HEMISUCCINATE,1.0,KG (target similarity)
SIN09156P,CLODERM SCALP APPLICATION 0.05%,CLOBETASOL,DB11750,hiv infectious disease,DORAVIRINE,1.0,KG (target similarity)
SIN09156P,CLODERM SCALP APPLICATION 0.05%,CLOBETASOL,DB11750,aids,DORAVIRINE,1.0,KG (target similarity)
SIN13246P,SMOFlipid 20%,SOYBEAN OIL,DB09422,"hyperlipidemia, familial combined, lpl related",CIPROFIBRATE,1.0,KG (target similarity)
SIN13246P,SMOFlipid 20%,SOYBEAN OIL,DB09422,obsolete familial combined hyperlipidemia,CIPROFIBRATE,1.0,KG (target similarity)
SIN13246P,SMOFlipid 20%,SOYBEAN OIL,DB09422,hypertriglyceridemia (disease),CIPROFIBRATE,1.0,KG (target similarity)
SIN14498P,Vectibix Concentrate for Solution for Infusion 100 mg/vial,PANITUMUMAB,DB01269,non-small cell lung carcinoma (disease),OLMUTINIB,1.0,KG (target similarity)
SIN14498P,Vectibix Concentrate for Solution for Infusion 100 mg/vial,PANITUMUMAB,DB01269,lung cancer,OLMUTINIB,1.0,KG (target similarity)
SIN12021P,AMBISOME FOR INJECTION 50 mg/vial,AMPHOTERICIN B,DB00681,streptococcal infection,DALFOPRISTIN,1.0,KG (target similarity)
SIN12021P,AMBISOME FOR INJECTION 50 mg/vial,AMPHOTERICIN B,DB00681,hiv infectious disease,FOSAMPRENAVIR,1.0,KG (target similarity)
SIN12021P,AMBISOME FOR INJECTION 50 mg/vial,AMPHOTERICIN B,DB00681,aids,FOSAMPRENAVIR,1.0,KG (target similarity)
SIN12021P,AMBISOME FOR INJECTION 50 mg/vial,AMPHOTERICIN B,DB00681,bullous impetigo,RETAPAMULIN,1.0,KG (target similarity)
SIN12021P,AMBISOME FOR INJECTION 50 mg/vial,AMPHOTERICIN B,DB00681,impetigo,RETAPAMULIN,1.0,KG (target similarity)
SIN12021P,AMBISOME FOR INJECTION 50 mg/vial,AMPHOTERICIN B,DB00681,staphylococcal infection,DIRITHROMYCIN,1.0,KG (target similarity)
SIN12021P,AMBISOME FOR INJECTION 50 mg/vial,AMPHOTERICIN B,DB00681,tonsillitis,DIRITHROMYCIN,1.0,KG (target similarity)
SIN12021P,AMBISOME FOR INJECTION 50 mg/vial,AMPHOTERICIN B,DB00681,staphylococcus aureus infection,DIRITHROMYCIN,1.0,KG (target similarity)
SIN12021P,AMBISOME FOR INJECTION 50 mg/vial,AMPHOTERICIN B,DB00681,mycotic corneal ulcer,NATAMYCIN,1.0,KG (target similarity)
SIN09156P,CLODERM SCALP APPLICATION 0.05%,CLOBETASOL,DB11750,lipoid nephrosis,METHYLPREDNISOLONE HEMISUCCINATE,1.0,KG (target similarity)
SIN09156P,CLODERM SCALP APPLICATION 0.05%,CLOBETASOL,DB11750,nephrotic syndrome,METHYLPREDNISOLONE HEMISUCCINATE,1.0,KG (target similarity)
SIN16100P,KESIMPTA SOLUTION FOR INJECTION IN PRE-FILLED SYRINGE 20MG/0.4ML,OFATUMUMAB,DB06650,non-hodgkin lymphoma,RITUXIMAB,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,streptococcal infection,QUINUPRISTIN,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,staphylococcal infection,DIRITHROMYCIN,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,mycoplasma pneumoniae pneumonia,DIRITHROMYCIN,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,vulvovaginal candidiasis,CANDICIDIN,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,impetigo,RETAPAMULIN,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,bullous impetigo,RETAPAMULIN,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,aids,FOSAMPRENAVIR,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,hiv infectious disease,FOSAMPRENAVIR,1.0,KG (target similarity)
SIN16100P,KESIMPTA SOLUTION FOR INJECTION IN PRE-FILLED SYRINGE 20MG/0.4ML,OFATUMUMAB,DB06650,langerhans cell histiocytosis,RITUXIMAB,1.0,KG (target similarity)
SIN16100P,KESIMPTA SOLUTION FOR INJECTION IN PRE-FILLED SYRINGE 20MG/0.4ML,OFATUMUMAB,DB06650,progressive multiple sclerosis,OCRELIZUMAB,1.0,KG (target similarity)
SIN16100P,KESIMPTA SOLUTION FOR INJECTION IN PRE-FILLED SYRINGE 20MG/0.4ML,OFATUMUMAB,DB06650,neoplasm of mature b-cells,IBRITUMOMAB TIUXETAN,1.0,KG (target similarity)
SIN16100P,KESIMPTA SOLUTION FOR INJECTION IN PRE-FILLED SYRINGE 20MG/0.4ML,OFATUMUMAB,DB06650,follicular lymphoma,IBRITUMOMAB TIUXETAN,1.0,KG (target similarity)
SIN16100P,KESIMPTA SOLUTION FOR INJECTION IN PRE-FILLED SYRINGE 20MG/0.4ML,OFATUMUMAB,DB06650,lymphoma,RITUXIMAB,1.0,KG (target similarity)
SIN16100P,KESIMPTA SOLUTION FOR INJECTION IN PRE-FILLED SYRINGE 20MG/0.4ML,OFATUMUMAB,DB06650,b-cell neoplasm,RITUXIMAB,1.0,KG (target similarity)
SIN16100P,KESIMPTA SOLUTION FOR INJECTION IN PRE-FILLED SYRINGE 20MG/0.4ML,OFATUMUMAB,DB06650,mantle cell lymphoma,RITUXIMAB,1.0,KG (target similarity)
SIN16100P,KESIMPTA SOLUTION FOR INJECTION IN PRE-FILLED SYRINGE 20MG/0.4ML,OFATUMUMAB,DB06650,"lymphoma, non-hodgkin, familial",RITUXIMAB,1.0,KG (target similarity)
SIN16100P,KESIMPTA SOLUTION FOR INJECTION IN PRE-FILLED SYRINGE 20MG/0.4ML,OFATUMUMAB,DB06650,rheumatoid arthritis,RITUXIMAB,1.0,KG (target similarity)
SIN16100P,KESIMPTA SOLUTION FOR INJECTION IN PRE-FILLED SYRINGE 20MG/0.4ML,OFATUMUMAB,DB06650,lymphosarcoma,RITUXIMAB,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,brucellosis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,histoplasmosis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,acne (disease),AMPHOTERICIN B,1.0,KG (target similarity)
SIN05827P,AA PHARMA TRIHEXYPHENIDYL TABLET 2 mg,TRIHEXYPHENIDYL HCL,DB00376,clostridium difficile colitis,HOMATROPINE METHYLBROMIDE,1.0,KG (target similarity)
SIN16677P,Pembrolizumab Solution for Infusion 25mg/mL,PEMBROLIZUMAB,DB09037,squamous cell lung carcinoma,NIVOLUMAB,1.0,KG (target similarity)
SIN16547P,VEELANZ'S OINTMENT,TITANIUM DIOXIDE,DB09536,esophagitis (disease),SILICON DIOXIDE,1.0,KG (target similarity)
SIN16547P,VEELANZ'S OINTMENT,TITANIUM DIOXIDE,DB09536,gastroesophageal reflux disease,SILICON DIOXIDE,1.0,KG (target similarity)
SIN16547P,VEELANZ'S OINTMENT,TITANIUM DIOXIDE,DB09536,peptic esophagitis,SILICON DIOXIDE,1.0,KG (target similarity)
SIN16547P,VEELANZ'S OINTMENT,TITANIUM DIOXIDE,DB09536,peptic ulcer disease,SILICON DIOXIDE,1.0,KG (target similarity)
SIN16547P,VEELANZ'S OINTMENT,TITANIUM DIOXIDE,DB09536,dyspepsia,SILICON DIOXIDE,1.0,KG (target similarity)
SIN12049P,CEFTIL TABLET 250 mg,CEFUROXIME,DB01112,urinary tract infection (disease),LORACARBEF,1.0,KG (target similarity)
SIN12049P,CEFTIL TABLET 250 mg,CEFUROXIME,DB01112,respiratory tract infectious disease,LORACARBEF,1.0,KG (target similarity)
SIN12049P,CEFTIL TABLET 250 mg,CEFUROXIME,DB01112,common cold,LORACARBEF,1.0,KG (target similarity)
SIN12049P,CEFTIL TABLET 250 mg,CEFUROXIME,DB01112,pyelonephritis,LORACARBEF,1.0,KG (target similarity)
SIN12049P,CEFTIL TABLET 250 mg,CEFUROXIME,DB01112,bronchitis,LORACARBEF,1.0,KG (target similarity)
SIN12049P,CEFTIL TABLET 250 mg,CEFUROXIME,DB01112,tonsillitis,LORACARBEF,1.0,KG (target similarity)
SIN12049P,CEFTIL TABLET 250 mg,CEFUROXIME,DB01112,pharyngitis,OXACILLIN,1.0,KG (target similarity)
SIN12299P,LAVOXEN TABLET 200 mg,FLAVOXATE HCL,DB01148,clostridium difficile colitis,DICYCLOMINE,1.0,KG (target similarity)
SIN12299P,LAVOXEN TABLET 200 mg,FLAVOXATE HCL,DB01148,irritable bowel syndrome,DICYCLOMINE,1.0,KG (target similarity)
SIN12299P,LAVOXEN TABLET 200 mg,FLAVOXATE HCL,DB01148,neurocirculatory asthenia,DICYCLOMINE,1.0,KG (target similarity)
SIN08862P,Lucrin Depot for Injection PDS 3.75mg,LEUPRORELIN ACETATE,DB00007,familial male-limited precocious puberty,HISTRELIN,1.0,KG (target similarity)
SIN08862P,Lucrin Depot for Injection PDS 3.75mg,LEUPRORELIN ACETATE,DB00007,aromatase excess syndrome,HISTRELIN,1.0,KG (target similarity)
SIN08862P,Lucrin Depot for Injection PDS 3.75mg,LEUPRORELIN ACETATE,DB00007,precocious puberty,HISTRELIN,1.0,KG (target similarity)
SIN05827P,AA PHARMA TRIHEXYPHENIDYL TABLET 2 mg,TRIHEXYPHENIDYL HCL,DB00376,neurocirculatory asthenia,HOMATROPINE METHYLBROMIDE,1.0,KG (target similarity)
SIN05827P,AA PHARMA TRIHEXYPHENIDYL TABLET 2 mg,TRIHEXYPHENIDYL HCL,DB00376,irritable bowel syndrome,HOMATROPINE METHYLBROMIDE,1.0,KG (target similarity)
SIN16677P,Pembrolizumab Solution for Infusion 25mg/mL,PEMBROLIZUMAB,DB09037,squamous cell carcinoma,CEMIPLIMAB,1.0,KG (target similarity)
SIN12295P,OXY-NASE PAEDIATRIC NASAL SPRAY 0.025% w/v,OXYMETAZOLINE HCL,DB00935,pharyngitis,XYLOMETAZOLINE,1.0,KG (target similarity)
SIN12295P,OXY-NASE PAEDIATRIC NASAL SPRAY 0.025% w/v,OXYMETAZOLINE HCL,DB00935,common cold,XYLOMETAZOLINE,1.0,KG (target similarity)
SIN07075P,SCANDONEST INJECTION 3% (WITHOUT VASO-CONSTRICTOR),MEPIVACAINE HCL,DB00961,dermatitis,DYCLONINE,1.0,KG (target similarity)
SIN06719P,NATACYN 5% STERILE OPHTHALMIC SUSPENSION,NATAMYCIN,DB00826,histoplasmosis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN06719P,NATACYN 5% STERILE OPHTHALMIC SUSPENSION,NATAMYCIN,DB00826,acne (disease),AMPHOTERICIN B,1.0,KG (target similarity)
SIN06719P,NATACYN 5% STERILE OPHTHALMIC SUSPENSION,NATAMYCIN,DB00826,syphilis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN06719P,NATACYN 5% STERILE OPHTHALMIC SUSPENSION,NATAMYCIN,DB00826,necrotizing ulcerative gingivitis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN06719P,NATACYN 5% STERILE OPHTHALMIC SUSPENSION,NATAMYCIN,DB00826,trypanosomiasis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN06719P,NATACYN 5% STERILE OPHTHALMIC SUSPENSION,NATAMYCIN,DB00826,actinomycetales infectious disease,AMPHOTERICIN B,1.0,KG (target similarity)
SIN06719P,NATACYN 5% STERILE OPHTHALMIC SUSPENSION,NATAMYCIN,DB00826,visceral leishmaniasis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN06719P,NATACYN 5% STERILE OPHTHALMIC SUSPENSION,NATAMYCIN,DB00826,acute gonococcal cervicitis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN09161P,GLYTRIN SPRAY,NITROGLYCERIN,DB00727,cyanide poisoning,AMYL NITRITE,1.0,KG (target similarity)
SIN16339P,SKYRIZI SOLUTION FOR INJECTION IN PRE-FILLED PEN 150MG/ML,RISANKIZUMAB,DB14762,psoriatic arthritis,USTEKINUMAB,1.0,KG (target similarity)
SIN15769P,MOXETERO MOXIFLOXACIN FILM-COATED TABLETS 400 MG,MOXIFLOXACIN,DB00218,acute gonococcal cervicitis,ENOXACIN,1.0,KG (target similarity)
SIN15228P,PRALUENT SOLUTION FOR INJECTION IN A PRE-FILLED PEN 75MG/ML,ALIROCUMAB,DB09302,homozygous familial hypercholesterolemia,EVOLOCUMAB,1.0,KG (target similarity)
SIN15769P,MOXETERO MOXIFLOXACIN FILM-COATED TABLETS 400 MG,MOXIFLOXACIN,DB00218,urinary tract infection (disease),TROVAFLOXACIN,1.0,KG (target similarity)
SIN15769P,MOXETERO MOXIFLOXACIN FILM-COATED TABLETS 400 MG,MOXIFLOXACIN,DB00218,acute gonococcal endometritis,TROVAFLOXACIN,1.0,KG (target similarity)
SIN15769P,MOXETERO MOXIFLOXACIN FILM-COATED TABLETS 400 MG,MOXIFLOXACIN,DB00218,pseudomonas aeruginosa infectious disease,TROVAFLOXACIN,1.0,KG (target similarity)
SIN15769P,MOXETERO MOXIFLOXACIN FILM-COATED TABLETS 400 MG,MOXIFLOXACIN,DB00218,endometritis,TROVAFLOXACIN,1.0,KG (target similarity)
SIN15769P,MOXETERO MOXIFLOXACIN FILM-COATED TABLETS 400 MG,MOXIFLOXACIN,DB00218,endomyometritis,TROVAFLOXACIN,1.0,KG (target similarity)
SIN15769P,MOXETERO MOXIFLOXACIN FILM-COATED TABLETS 400 MG,MOXIFLOXACIN,DB00218,gonorrhea,ENOXACIN,1.0,KG (target similarity)
SIN05827P,AA PHARMA TRIHEXYPHENIDYL TABLET 2 mg,TRIHEXYPHENIDYL HCL,DB00376,peptic ulcer disease,HOMATROPINE METHYLBROMIDE,1.0,KG (target similarity)
SIN05827P,AA PHARMA TRIHEXYPHENIDYL TABLET 2 mg,TRIHEXYPHENIDYL HCL,DB00376,parkinson disease,METIXENE,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,syphilis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN05827P,AA PHARMA TRIHEXYPHENIDYL TABLET 2 mg,TRIHEXYPHENIDYL HCL,DB00376,parkinsonian disorder,METIXENE,1.0,KG (target similarity)
SIN15257P,BEMUNAT POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 25 MG/VIAL USP,BENDAMUSTINE HYDROCHLORIDE,DB06769,peritonsillar abscess,GARENOXACIN,1.0,KG (target similarity)
SIN15257P,BEMUNAT POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 25 MG/VIAL USP,BENDAMUSTINE HYDROCHLORIDE,DB06769,mycoplasma pneumoniae pneumonia,GEMIFLOXACIN,1.0,KG (target similarity)
SIN15257P,BEMUNAT POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 25 MG/VIAL USP,BENDAMUSTINE HYDROCHLORIDE,DB06769,pneumonia caused by chlamydia,GEMIFLOXACIN,1.0,KG (target similarity)
SIN15257P,BEMUNAT POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 25 MG/VIAL USP,BENDAMUSTINE HYDROCHLORIDE,DB06769,klebsiella pneumonia,GEMIFLOXACIN,1.0,KG (target similarity)
SIN15257P,BEMUNAT POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 25 MG/VIAL USP,BENDAMUSTINE HYDROCHLORIDE,DB06769,streptococcal pneumonia,GEMIFLOXACIN,1.0,KG (target similarity)
SIN15257P,BEMUNAT POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 25 MG/VIAL USP,BENDAMUSTINE HYDROCHLORIDE,DB06769,bacterial pneumonia,GEMIFLOXACIN,1.0,KG (target similarity)
SIN08756P,ALLERCET TABLET 10 mg,CETIRIZINE 2HCL,DB00341,papillary conjunctivitis,DESLORATADINE,1.0,KG (target similarity)
SIN08756P,ALLERCET TABLET 10 mg,CETIRIZINE 2HCL,DB00341,vasomotor rhinitis,DESLORATADINE,1.0,KG (target similarity)
SIN08756P,ALLERCET TABLET 10 mg,CETIRIZINE 2HCL,DB00341,idiopathic urticaria,DESLORATADINE,1.0,KG (target similarity)
SIN08756P,ALLERCET TABLET 10 mg,CETIRIZINE 2HCL,DB00341,common cold,DESLORATADINE,1.0,KG (target similarity)
SIN08756P,ALLERCET TABLET 10 mg,CETIRIZINE 2HCL,DB00341,pharyngitis,DESLORATADINE,1.0,KG (target similarity)
SIN08756P,ALLERCET TABLET 10 mg,CETIRIZINE 2HCL,DB00341,nasopharyngitis,DESLORATADINE,1.0,KG (target similarity)
SIN08756P,ALLERCET TABLET 10 mg,CETIRIZINE 2HCL,DB00341,atopic conjunctivitis,DESLORATADINE,1.0,KG (target similarity)
SIN08756P,ALLERCET TABLET 10 mg,CETIRIZINE 2HCL,DB00341,vernal conjunctivitis,DESLORATADINE,1.0,KG (target similarity)
SIN08756P,ALLERCET TABLET 10 mg,CETIRIZINE 2HCL,DB00341,allergic rhinitis,DESLORATADINE,1.0,KG (target similarity)
SIN08756P,ALLERCET TABLET 10 mg,CETIRIZINE 2HCL,DB00341,allergic urticaria,DESLORATADINE,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,acute gonococcal cervicitis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,visceral leishmaniasis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,actinomycetales infectious disease,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,trypanosomiasis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN14870P,BELARA film-coated tablet 0.03mg/2mg,CHLORMADINONE ACETATE,DB13528,necrotizing ulcerative gingivitis,AMPHOTERICIN B,1.0,KG (target similarity)
SIN04202P,MINIMS TROPICAMIDE EYE DROPS 1% w/v,TROPICAMIDE,DB00809,peptic ulcer disease,HYOSCYAMINE,1.0,KG (target similarity)
SIN04202P,MINIMS TROPICAMIDE EYE DROPS 1% w/v,TROPICAMIDE,DB00809,parkinsonian-pyramidal syndrome,PROCYCLIDINE,1.0,KG (target similarity)
SIN04202P,MINIMS TROPICAMIDE EYE DROPS 1% w/v,TROPICAMIDE,DB00809,focal hand dystonia,PROCYCLIDINE,1.0,KG (target similarity)
SIN17014P,Besremi Solution for Injection in Prefilled Syringe 500 micrograms/mL,ROPEGINTERFERON ALFA-2B,DB15119,sinusitis,GARENOXACIN,1.0,KG (target similarity)
